equipment_id,hospital_id,equipment_name,manufacturer,purchase_date,maintenance_due,status,cost,source_file
3837,39,CT Scanner,Baxter,2020-07-24,2021-02-19,Under Maintenance,5491501.0,equipment.csv
3838,39,MRI Scanner,Siemens,2012-09-07,2014-07-16,Operational,7674596.34,equipment.csv
3839,39,X-Ray Machine,Mindray,2017-11-15,2019-01-03,Operational,5853587.9,equipment.csv
3840,39,CT Scanner,Dräger,2025-02-26,2027-01-13,Out of Service,19220497.56,equipment.csv
3841,39,Incubator,GE Healthcare,2016-02-11,2017-11-10,Operational,10748597.77,equipment.csv
3842,39,Infusion Pump,GE Healthcare,2024-04-27,2024-12-02,Under Maintenance,5711346.55,equipment.csv
3843,39,Defibrillator,Philips,2018-01-09,2019-04-25,Out of Service,2629173.33,equipment.csv
3844,39,Anesthesia Machine,GE Healthcare,2013-08-17,2014-05-26,Operational,9344243.91,equipment.csv
3845,39,Dialysis Machine,Philips,2019-04-16,2019-10-18,Under Maintenance,17974605.35,equipment.csv
3846,39,Anesthesia Machine,GE Healthcare,2023-02-04,2024-04-22,Under Maintenance,18588253.17,equipment.csv
3847,39,CT Scanner,Medtronic,2018-01-14,2018-08-11,Out of Service,9097094.67,equipment.csv
3848,39,Ultrasound Machine,Baxter,2014-02-10,2015-10-10,Under Maintenance,4600986.29,equipment.csv
3849,39,Infusion Pump,Mindray,2016-06-15,2017-03-31,Out of Service,9270354.71,equipment.csv
3850,40,Ventilator,Medtronic,2023-04-23,2023-12-27,Under Maintenance,3862984.25,equipment.csv
3851,40,ECG Machine,Baxter,2026-01-22,2026-09-02,Operational,5474562.31,equipment.csv
3852,40,Oxygen Concentrator,Philips,2018-03-14,2020-02-22,Operational,24560255.92,equipment.csv
3853,40,MRI Scanner,Dräger,2021-03-12,2022-07-12,Out of Service,21475550.49,equipment.csv
3854,40,Patient Monitor,Dräger,2015-09-29,2016-10-24,Out of Service,17768267.85,equipment.csv
3855,40,Defibrillator,Baxter,2013-11-23,2015-03-26,Operational,16260269.59,equipment.csv
3856,40,Hospital Bed,Baxter,2025-05-08,2026-06-01,Operational,335591.63,equipment.csv
3857,40,Infusion Pump,Siemens,2023-03-17,2023-11-09,Out of Service,2688621.24,equipment.csv
3858,40,Defibrillator,Philips,2015-01-10,2016-10-31,Out of Service,16257110.82,equipment.csv
3859,40,Hospital Bed,Dräger,2023-05-07,2024-12-04,Out of Service,19591301.09,equipment.csv
3860,40,CT Scanner,Baxter,2016-02-22,2018-02-08,Out of Service,13288174.88,equipment.csv
3861,40,Anesthesia Machine,Siemens,2026-01-04,2027-02-26,Operational,9474254.69,equipment.csv
3862,40,Ultrasound Machine,GE Healthcare,2024-04-04,2024-12-05,Under Maintenance,2560898.8,equipment.csv
3863,40,MRI Scanner,Siemens,2023-01-04,2024-04-07,Out of Service,3364916.53,equipment.csv
3864,40,Anesthesia Machine,Siemens,2025-03-12,2026-11-30,Under Maintenance,12673957.4,equipment.csv
3865,40,Ventilator,Philips,2017-10-07,2019-10-02,Out of Service,23552869.71,equipment.csv
3866,40,Hospital Bed,Medtronic,2020-10-26,2022-05-08,Operational,14633774.72,equipment.csv
3867,40,Incubator,GE Healthcare,2024-03-11,2025-07-23,Out of Service,18557711.71,equipment.csv
3868,40,Ultrasound Machine,Baxter,2016-03-30,2017-02-24,Under Maintenance,1986235.96,equipment.csv
3869,40,Ventilator,Fresenius,2015-07-01,2017-06-22,Out of Service,23418790.63,equipment.csv
3870,40,Dialysis Machine,Baxter,2015-02-03,2016-11-22,Under Maintenance,21663085.28,equipment.csv
3871,40,Anesthesia Machine,Dräger,2017-07-19,2018-08-23,Operational,12618179.52,equipment.csv
3872,40,Defibrillator,Medtronic,2015-02-05,2016-11-18,Out of Service,6214616.17,equipment.csv
3873,40,Ventilator,Siemens,2015-01-13,2017-01-05,Out of Service,11405329.31,equipment.csv
3874,40,Defibrillator,Mindray,2015-08-03,2016-02-08,Under Maintenance,15048561.52,equipment.csv
3875,40,CT Scanner,GE Healthcare,2017-05-14,2019-04-06,Out of Service,20482354.74,equipment.csv
3876,40,Defibrillator,Dräger,2015-11-08,2016-11-28,Out of Service,18747639.88,equipment.csv
3877,40,CT Scanner,Siemens,2023-11-18,2024-06-17,Under Maintenance,21910456.97,equipment.csv
3878,40,ECG Machine,Siemens,2016-09-30,2017-06-14,Under Maintenance,1911979.44,equipment.csv
3879,40,Anesthesia Machine,Medtronic,2013-05-16,2014-12-19,Out of Service,4278930.84,equipment.csv
3880,40,CT Scanner,Medtronic,2022-12-22,2023-06-30,Under Maintenance,5749551.48,equipment.csv
3881,40,Defibrillator,Philips,2020-10-11,2021-07-22,Operational,4820316.52,equipment.csv
3882,40,Patient Monitor,Siemens,2012-12-25,2014-03-24,Operational,1419129.89,equipment.csv
3883,40,Operating Table,Mindray,2019-11-29,2020-08-11,Operational,11067323.1,equipment.csv
3884,40,Infusion Pump,Dräger,2022-11-09,2024-02-26,Operational,6399495.33,equipment.csv
3885,40,Defibrillator,Fresenius,2013-07-08,2015-07-08,Under Maintenance,22468447.05,equipment.csv
3886,40,MRI Scanner,Siemens,2012-10-16,2013-12-15,Operational,19030792.78,equipment.csv
3887,40,MRI Scanner,Dräger,2012-04-30,2014-03-21,Out of Service,18837874.0,equipment.csv
3888,40,ECG Machine,Baxter,2015-04-06,2016-04-07,Out of Service,17977153.66,equipment.csv
3889,40,Ultrasound Machine,Dräger,2018-01-14,2019-07-11,Out of Service,10886101.58,equipment.csv
3890,40,Ultrasound Machine,GE Healthcare,2017-08-28,2018-04-24,Operational,38513.87,equipment.csv
3891,40,Oxygen Concentrator,Siemens,2025-05-07,2026-06-25,Out of Service,14792720.31,equipment.csv
3892,40,Anesthesia Machine,Baxter,2013-08-31,2015-07-29,Out of Service,15200797.94,equipment.csv
3893,40,Anesthesia Machine,Baxter,2018-08-06,2020-03-11,Operational,24060434.03,equipment.csv
3894,40,Defibrillator,GE Healthcare,2012-05-27,2013-07-05,Operational,11668588.81,equipment.csv
3895,40,Oxygen Concentrator,Siemens,2017-06-12,2018-10-17,Out of Service,3377977.71,equipment.csv
3896,40,X-Ray Machine,GE Healthcare,2017-09-01,2018-11-16,Out of Service,10368270.78,equipment.csv
3897,40,Anesthesia Machine,Medtronic,2025-01-31,2026-10-18,Under Maintenance,15818339.83,equipment.csv
3898,40,Operating Table,Mindray,2015-07-22,2017-07-18,Under Maintenance,8947645.72,equipment.csv
3899,40,X-Ray Machine,Baxter,2021-10-14,2023-01-15,Under Maintenance,6614447.76,equipment.csv
3900,40,Incubator,Siemens,2022-01-10,2023-03-09,Under Maintenance,1178814.23,equipment.csv
3901,40,Incubator,Philips,2022-06-23,2023-12-28,Under Maintenance,10107154.12,equipment.csv
3902,40,Hospital Bed,Philips,2017-06-22,2018-07-02,Operational,19270720.25,equipment.csv
3903,40,Defibrillator,Baxter,2024-10-30,2025-09-24,Under Maintenance,20394750.27,equipment.csv
3904,40,Oxygen Concentrator,Philips,2013-12-12,2014-08-05,Out of Service,9928113.98,equipment.csv
3905,40,Ultrasound Machine,Philips,2016-05-16,2017-09-09,Out of Service,7840862.95,equipment.csv
3906,40,ECG Machine,Fresenius,2017-03-21,2018-01-04,Out of Service,19691973.26,equipment.csv
3907,40,CT Scanner,Siemens,2023-05-21,2024-10-10,Out of Service,14668557.51,equipment.csv
3908,40,Operating Table,Mindray,2011-11-28,2013-09-26,Out of Service,5872950.4,equipment.csv
3909,40,Patient Monitor,Fresenius,2023-10-21,2024-07-15,Operational,20020270.17,equipment.csv
3910,40,Hospital Bed,Baxter,2021-01-19,2022-05-06,Operational,16766813.59,equipment.csv
3911,40,Operating Table,Mindray,2023-11-26,2024-08-09,Operational,22935492.32,equipment.csv
3912,40,Patient Monitor,Fresenius,2012-09-05,2013-11-28,Out of Service,13028727.99,equipment.csv
3913,40,ECG Machine,Mindray,2024-08-29,2025-11-01,Operational,12608780.56,equipment.csv
3914,40,Patient Monitor,Baxter,2018-09-16,2019-04-09,Out of Service,17830758.31,equipment.csv
3915,40,Operating Table,Medtronic,2019-05-13,2021-03-30,Under Maintenance,17454505.29,equipment.csv
3916,40,Ventilator,Mindray,2019-09-10,2020-07-03,Operational,9076519.56,equipment.csv
3917,40,CT Scanner,Fresenius,2017-11-10,2019-10-02,Out of Service,11127853.06,equipment.csv
3918,40,Dialysis Machine,GE Healthcare,2023-04-10,2024-03-22,Operational,5850319.52,equipment.csv
3919,40,ECG Machine,Siemens,2018-07-02,2019-02-25,Out of Service,13008409.12,equipment.csv
3920,40,Incubator,GE Healthcare,2025-09-02,2026-06-19,Operational,8020904.63,equipment.csv
3921,40,X-Ray Machine,Fresenius,2019-02-11,2020-02-26,Operational,24920633.6,equipment.csv
3922,40,Ultrasound Machine,GE Healthcare,2013-04-21,2015-04-21,Out of Service,11613795.46,equipment.csv
3923,40,Anesthesia Machine,Medtronic,2011-12-23,2013-07-31,Operational,4674599.91,equipment.csv
3924,40,Dialysis Machine,Fresenius,2016-05-26,2017-01-22,Operational,14657674.31,equipment.csv
3925,40,MRI Scanner,Medtronic,2015-11-14,2016-08-03,Out of Service,2358225.35,equipment.csv
3926,40,CT Scanner,Dräger,2018-11-11,2019-07-03,Out of Service,12886080.53,equipment.csv
3927,40,MRI Scanner,Philips,2011-12-10,2012-12-24,Under Maintenance,18627615.59,equipment.csv
3928,40,MRI Scanner,Siemens,2017-12-05,2019-09-11,Operational,12187203.28,equipment.csv
3929,40,Oxygen Concentrator,Philips,2011-11-28,2013-02-12,Out of Service,14004564.15,equipment.csv
3930,40,Anesthesia Machine,Philips,2013-06-20,2014-06-07,Operational,4557210.63,equipment.csv
3931,40,CT Scanner,Dräger,2021-07-15,2023-04-18,Operational,1308140.24,equipment.csv
3932,40,Incubator,Fresenius,2016-01-10,2017-06-05,Under Maintenance,17804617.58,equipment.csv
3933,40,Defibrillator,Medtronic,2015-01-04,2015-11-07,Under Maintenance,1848962.11,equipment.csv
3934,40,Ventilator,GE Healthcare,2019-09-21,2021-04-13,Out of Service,22091635.33,equipment.csv
3935,40,Oxygen Concentrator,Fresenius,2011-09-29,2012-05-02,Under Maintenance,19238408.25,equipment.csv
3936,40,Patient Monitor,Mindray,2022-08-25,2024-02-02,Out of Service,19158589.57,equipment.csv
3937,40,MRI Scanner,Dräger,2020-04-09,2022-02-27,Operational,1578689.03,equipment.csv
3938,40,X-Ray Machine,GE Healthcare,2018-12-10,2019-10-18,Under Maintenance,2651054.16,equipment.csv
3939,40,Incubator,Philips,2017-08-29,2019-02-25,Operational,17166841.01,equipment.csv
3940,40,Incubator,Fresenius,2025-07-03,2026-08-26,Operational,991159.4,equipment.csv
3941,40,Oxygen Concentrator,Mindray,2025-08-06,2027-06-21,Under Maintenance,2331016.37,equipment.csv
3942,40,Patient Monitor,Mindray,2018-11-11,2019-10-19,Out of Service,20415607.38,equipment.csv
3943,40,Infusion Pump,Baxter,2016-09-29,2017-11-04,Operational,8818319.28,equipment.csv
3944,40,Defibrillator,Dräger,2015-11-08,2017-04-25,Out of Service,2233776.0,equipment.csv
3945,40,MRI Scanner,Philips,2025-01-10,2025-09-24,Out of Service,20453696.43,equipment.csv
3946,40,Incubator,Philips,2014-12-01,2015-08-01,Under Maintenance,11894109.2,equipment.csv
3947,40,ECG Machine,Dräger,2022-02-02,2022-12-18,Out of Service,2989594.47,equipment.csv
3948,40,CT Scanner,Medtronic,2012-06-02,2013-12-19,Under Maintenance,24000515.83,equipment.csv
3949,40,Patient Monitor,Fresenius,2017-10-05,2019-09-20,Under Maintenance,19017832.56,equipment.csv
3950,40,Defibrillator,Medtronic,2015-08-14,2016-12-20,Under Maintenance,3907199.99,equipment.csv
3951,40,MRI Scanner,Philips,2025-02-05,2025-08-23,Operational,20694032.12,equipment.csv
3952,40,ECG Machine,Medtronic,2016-02-04,2017-07-07,Operational,20512276.27,equipment.csv
3953,41,Dialysis Machine,Dräger,2018-12-18,2020-11-23,Operational,1591774.16,equipment.csv
3954,41,Operating Table,Mindray,2018-01-18,2019-07-17,Under Maintenance,13613650.99,equipment.csv
3955,41,Patient Monitor,Siemens,2012-11-14,2013-10-25,Under Maintenance,18446666.6,equipment.csv
3956,41,Incubator,Philips,2025-10-12,2027-03-08,Under Maintenance,14198298.19,equipment.csv
3957,41,CT Scanner,GE Healthcare,2013-06-05,2014-10-15,Out of Service,15302189.93,equipment.csv
3958,41,Dialysis Machine,GE Healthcare,2024-04-13,2026-01-21,Out of Service,1887296.8,equipment.csv
3959,41,ECG Machine,Medtronic,2016-01-03,2016-07-05,Operational,7062722.05,equipment.csv
3960,41,Patient Monitor,Dräger,2012-07-29,2013-08-06,Out of Service,6518756.59,equipment.csv
3961,41,ECG Machine,Philips,2016-02-01,2016-12-15,Under Maintenance,9150830.79,equipment.csv
3962,41,Dialysis Machine,GE Healthcare,2020-04-05,2021-12-16,Under Maintenance,17466613.62,equipment.csv
3963,41,Defibrillator,Dräger,2019-02-07,2020-03-16,Out of Service,7707845.11,equipment.csv
3964,41,X-Ray Machine,Mindray,2020-08-13,2021-10-31,Under Maintenance,9817979.19,equipment.csv
3965,41,Patient Monitor,Fresenius,2017-11-25,2018-07-06,Operational,3934979.07,equipment.csv
3966,41,Defibrillator,GE Healthcare,2024-07-03,2026-01-23,Operational,6356121.03,equipment.csv
3967,41,Infusion Pump,Medtronic,2013-06-26,2014-07-28,Under Maintenance,2422180.68,equipment.csv
3968,41,CT Scanner,Baxter,2013-03-14,2013-12-18,Out of Service,17239530.69,equipment.csv
3969,41,Ultrasound Machine,Philips,2023-01-21,2024-08-22,Out of Service,17161724.21,equipment.csv
3970,41,Incubator,Fresenius,2019-12-28,2021-10-29,Operational,1820187.6,equipment.csv
3971,41,CT Scanner,GE Healthcare,2023-04-27,2024-06-27,Out of Service,2601734.32,equipment.csv
3972,41,X-Ray Machine,Baxter,2011-09-01,2012-03-04,Under Maintenance,24698206.85,equipment.csv
3973,41,Defibrillator,Siemens,2021-11-04,2023-04-05,Operational,22323972.7,equipment.csv
3974,41,CT Scanner,Mindray,2014-07-16,2016-04-09,Under Maintenance,15107415.53,equipment.csv
3975,41,Patient Monitor,Dräger,2013-06-04,2014-07-09,Operational,16791857.29,equipment.csv
3976,41,Anesthesia Machine,Baxter,2015-05-07,2016-08-18,Operational,4727528.35,equipment.csv
3977,41,Incubator,Mindray,2012-01-30,2014-01-12,Operational,17475891.26,equipment.csv
3978,41,X-Ray Machine,Medtronic,2016-11-11,2018-09-11,Out of Service,24106371.14,equipment.csv
3979,41,Patient Monitor,GE Healthcare,2025-11-17,2026-12-31,Under Maintenance,21680319.34,equipment.csv
3980,41,Incubator,Siemens,2024-01-23,2024-11-27,Under Maintenance,9281927.35,equipment.csv
3981,41,Oxygen Concentrator,Mindray,2026-01-13,2027-09-07,Out of Service,1450325.24,equipment.csv
3982,41,Ultrasound Machine,Dräger,2020-02-15,2020-10-29,Operational,11064472.87,equipment.csv
3983,41,Ventilator,Philips,2013-09-23,2014-06-22,Under Maintenance,23448891.11,equipment.csv
3984,41,Hospital Bed,Dräger,2023-03-27,2024-08-04,Operational,13270744.91,equipment.csv
3985,41,Patient Monitor,Medtronic,2019-05-22,2020-10-06,Under Maintenance,390602.72,equipment.csv
3986,41,Hospital Bed,Siemens,2019-02-10,2020-03-18,Operational,5575531.29,equipment.csv
3987,41,Operating Table,Fresenius,2026-01-13,2027-04-23,Under Maintenance,19624217.66,equipment.csv
3988,41,Ventilator,Dräger,2013-11-16,2014-07-19,Under Maintenance,13097968.78,equipment.csv
3989,41,Hospital Bed,GE Healthcare,2013-07-29,2014-08-18,Operational,21241840.16,equipment.csv
3990,41,Incubator,Mindray,2024-03-01,2026-01-28,Operational,10770941.84,equipment.csv
3991,41,Operating Table,Fresenius,2012-02-09,2013-05-28,Under Maintenance,452125.44,equipment.csv
3992,41,Defibrillator,Mindray,2013-08-29,2014-11-17,Under Maintenance,16798584.01,equipment.csv
3993,41,Operating Table,Siemens,2020-09-27,2022-03-15,Under Maintenance,12124346.63,equipment.csv
3994,41,X-Ray Machine,Mindray,2020-08-14,2021-12-25,Out of Service,9684906.23,equipment.csv
3995,41,Operating Table,Siemens,2024-10-17,2025-10-02,Under Maintenance,7725349.38,equipment.csv
3996,41,Operating Table,Philips,2018-10-08,2019-09-29,Out of Service,21493327.87,equipment.csv
3997,41,Dialysis Machine,Fresenius,2024-07-28,2026-06-03,Out of Service,18234767.47,equipment.csv
3998,41,Patient Monitor,Fresenius,2017-09-22,2019-04-16,Out of Service,5985733.9,equipment.csv
3999,41,Incubator,Dräger,2024-12-07,2026-10-27,Under Maintenance,12886211.39,equipment.csv
4000,41,Defibrillator,Mindray,2018-05-09,2019-09-11,Out of Service,16953302.77,equipment.csv
4001,41,Ventilator,Philips,2020-04-29,2021-05-30,Under Maintenance,16585414.65,equipment.csv
4002,41,Oxygen Concentrator,GE Healthcare,2023-11-15,2024-10-19,Under Maintenance,4019700.12,equipment.csv
4003,41,Oxygen Concentrator,Siemens,2018-10-17,2020-08-14,Out of Service,18548263.57,equipment.csv
4004,41,Anesthesia Machine,Siemens,2021-05-14,2022-08-12,Out of Service,16493350.5,equipment.csv
4005,41,Patient Monitor,Dräger,2017-11-09,2019-06-05,Operational,1179188.02,equipment.csv
4006,41,Hospital Bed,Siemens,2024-10-02,2025-07-28,Operational,3646872.79,equipment.csv
4007,41,Operating Table,Mindray,2023-11-24,2025-07-26,Under Maintenance,19889538.28,equipment.csv
4008,41,Patient Monitor,GE Healthcare,2012-10-27,2013-08-13,Under Maintenance,4932851.21,equipment.csv
4009,41,Operating Table,Dräger,2014-09-13,2015-09-23,Under Maintenance,11368561.45,equipment.csv
4010,41,X-Ray Machine,Fresenius,2023-05-11,2025-04-09,Operational,21353445.21,equipment.csv
4011,41,ECG Machine,Philips,2019-05-30,2020-12-20,Operational,8128481.47,equipment.csv
4012,41,Patient Monitor,Philips,2012-08-14,2013-02-15,Operational,1215484.44,equipment.csv
4013,41,Oxygen Concentrator,Philips,2021-08-13,2022-07-15,Under Maintenance,24182295.89,equipment.csv
4014,41,Infusion Pump,Dräger,2012-02-03,2013-07-06,Out of Service,1432177.45,equipment.csv
4015,41,Hospital Bed,Siemens,2017-11-14,2018-07-31,Operational,11967657.61,equipment.csv
4016,41,Incubator,Mindray,2022-06-13,2023-02-11,Under Maintenance,15695024.84,equipment.csv
4017,41,ECG Machine,Fresenius,2017-09-08,2019-06-04,Operational,5649724.97,equipment.csv
4018,41,Patient Monitor,Fresenius,2013-10-07,2015-06-26,Operational,18767153.84,equipment.csv
4019,41,Ultrasound Machine,Fresenius,2023-08-30,2025-06-27,Under Maintenance,17539377.73,equipment.csv
4020,41,Ultrasound Machine,GE Healthcare,2019-10-01,2021-05-21,Under Maintenance,4541427.23,equipment.csv
4021,41,Ventilator,Philips,2017-02-07,2017-11-05,Out of Service,20524254.67,equipment.csv
4022,41,Oxygen Concentrator,Baxter,2020-07-09,2022-02-16,Out of Service,9205714.7,equipment.csv
4023,41,Defibrillator,Dräger,2024-06-20,2025-03-08,Operational,20298725.35,equipment.csv
4024,41,Defibrillator,Siemens,2021-06-08,2021-12-31,Operational,18872141.96,equipment.csv
4025,41,Ultrasound Machine,Fresenius,2015-10-03,2016-06-11,Operational,1490157.04,equipment.csv
4026,41,Dialysis Machine,Medtronic,2021-10-22,2022-07-29,Operational,11703227.22,equipment.csv
4027,41,CT Scanner,Dräger,2016-01-03,2017-04-09,Out of Service,16707147.54,equipment.csv
4028,41,ECG Machine,Fresenius,2018-06-22,2019-02-11,Under Maintenance,6152722.52,equipment.csv
4029,41,Hospital Bed,Dräger,2019-06-20,2020-04-29,Out of Service,7342929.11,equipment.csv
4030,41,Oxygen Concentrator,GE Healthcare,2017-03-12,2019-01-05,Under Maintenance,23611022.17,equipment.csv
4031,41,Hospital Bed,Medtronic,2020-12-04,2021-06-24,Operational,14810621.45,equipment.csv
4032,41,MRI Scanner,Siemens,2021-09-01,2022-04-07,Under Maintenance,8841550.77,equipment.csv
4033,41,Dialysis Machine,Fresenius,2024-09-25,2026-03-05,Operational,13959266.05,equipment.csv
4034,41,Incubator,Mindray,2016-09-13,2017-03-31,Operational,1280076.86,equipment.csv
4035,41,Dialysis Machine,Baxter,2017-09-03,2018-04-27,Operational,2230005.4,equipment.csv
4036,41,Incubator,Dräger,2026-03-05,2027-08-22,Out of Service,6347611.61,equipment.csv
4037,41,Incubator,Siemens,2016-04-04,2017-08-22,Out of Service,14538524.96,equipment.csv
4038,41,Ultrasound Machine,Baxter,2015-05-07,2016-03-20,Operational,6008776.27,equipment.csv
4039,41,Patient Monitor,Fresenius,2022-08-24,2023-05-26,Under Maintenance,16254877.65,equipment.csv
4040,41,Operating Table,Fresenius,2023-03-12,2024-02-21,Out of Service,11911365.33,equipment.csv
4041,41,Hospital Bed,Fresenius,2022-01-21,2022-09-29,Under Maintenance,24988512.59,equipment.csv
4042,41,ECG Machine,Fresenius,2017-02-28,2017-10-01,Under Maintenance,2313398.97,equipment.csv
4043,41,Infusion Pump,GE Healthcare,2013-12-08,2014-08-30,Under Maintenance,12312309.37,equipment.csv
4044,41,MRI Scanner,Fresenius,2015-07-25,2017-06-01,Under Maintenance,2164431.76,equipment.csv
4045,41,Defibrillator,Dräger,2023-01-25,2024-03-25,Under Maintenance,2589737.82,equipment.csv
4046,41,Incubator,Philips,2016-09-21,2018-09-01,Out of Service,5774143.53,equipment.csv
4047,42,Incubator,Siemens,2023-06-01,2024-10-17,Under Maintenance,24779623.95,equipment.csv
4048,42,X-Ray Machine,Siemens,2013-02-05,2014-09-12,Under Maintenance,5295048.93,equipment.csv
4049,42,Ultrasound Machine,GE Healthcare,2014-02-14,2016-01-28,Operational,4332892.23,equipment.csv
4050,42,CT Scanner,Baxter,2018-08-17,2019-02-19,Operational,8184996.74,equipment.csv
4051,42,MRI Scanner,Philips,2026-01-10,2027-09-25,Out of Service,18680753.0,equipment.csv
4052,42,MRI Scanner,Dräger,2013-10-18,2014-07-13,Under Maintenance,11143495.01,equipment.csv
4053,42,Infusion Pump,Dräger,2018-10-27,2019-07-26,Operational,19004671.17,equipment.csv
4054,42,Defibrillator,Baxter,2024-03-12,2025-08-10,Out of Service,21085516.86,equipment.csv
4055,42,Operating Table,Siemens,2016-11-07,2017-12-23,Under Maintenance,2992079.24,equipment.csv
4056,42,Defibrillator,Medtronic,2020-12-30,2021-11-23,Out of Service,17034444.88,equipment.csv
4057,42,Hospital Bed,Siemens,2013-06-25,2014-04-15,Operational,3988046.6,equipment.csv
4058,42,Hospital Bed,GE Healthcare,2011-09-18,2012-07-13,Out of Service,5925247.74,equipment.csv
4059,42,Ventilator,GE Healthcare,2021-08-18,2023-05-20,Operational,12842239.29,equipment.csv
4060,42,Ultrasound Machine,Baxter,2016-01-14,2016-07-27,Operational,15850644.21,equipment.csv
4061,42,Dialysis Machine,Mindray,2024-01-28,2024-11-25,Out of Service,16185057.14,equipment.csv
4062,42,CT Scanner,Dräger,2013-08-29,2015-06-07,Out of Service,14147901.51,equipment.csv
4063,42,Oxygen Concentrator,Siemens,2015-02-20,2016-09-12,Under Maintenance,1908207.47,equipment.csv
4064,42,Patient Monitor,Dräger,2018-04-29,2020-02-02,Out of Service,8687935.28,equipment.csv
4065,42,X-Ray Machine,Fresenius,2019-05-10,2020-03-24,Under Maintenance,23932593.16,equipment.csv
4066,42,Defibrillator,Fresenius,2021-12-06,2023-09-01,Out of Service,8813597.68,equipment.csv
4067,42,Anesthesia Machine,Medtronic,2024-11-18,2025-06-23,Operational,13623817.25,equipment.csv
4068,42,Patient Monitor,Fresenius,2018-10-03,2020-08-08,Under Maintenance,1109382.99,equipment.csv
4069,42,Anesthesia Machine,Mindray,2023-09-26,2025-01-10,Out of Service,21200930.28,equipment.csv
4070,42,X-Ray Machine,GE Healthcare,2015-02-02,2015-08-20,Under Maintenance,8462091.02,equipment.csv
4071,42,Oxygen Concentrator,Dräger,2022-01-06,2023-05-28,Under Maintenance,14789935.66,equipment.csv
4072,42,Ventilator,Fresenius,2017-08-22,2018-12-07,Operational,3837597.12,equipment.csv
4073,42,Defibrillator,Baxter,2019-06-12,2021-03-06,Operational,15475111.21,equipment.csv
4074,42,ECG Machine,Philips,2013-05-04,2014-01-16,Operational,22602698.05,equipment.csv
4075,42,Dialysis Machine,Philips,2017-05-26,2017-12-24,Under Maintenance,23954829.46,equipment.csv
4076,42,Dialysis Machine,Philips,2018-07-01,2020-05-05,Under Maintenance,4359565.18,equipment.csv
4077,42,X-Ray Machine,GE Healthcare,2023-08-25,2024-02-25,Operational,17120340.51,equipment.csv
4078,42,Oxygen Concentrator,Medtronic,2018-02-12,2019-11-27,Out of Service,2372219.37,equipment.csv
4079,42,Incubator,Mindray,2013-10-06,2015-09-26,Out of Service,11155400.94,equipment.csv
4080,42,Defibrillator,Siemens,2023-07-20,2025-02-15,Under Maintenance,24034062.61,equipment.csv
4081,42,MRI Scanner,Fresenius,2012-04-22,2014-04-19,Under Maintenance,1816203.65,equipment.csv
4082,42,Infusion Pump,Medtronic,2022-08-27,2023-08-15,Out of Service,6327190.42,equipment.csv
4083,42,Operating Table,Dräger,2013-12-21,2014-11-20,Out of Service,590307.56,equipment.csv
4084,42,Operating Table,Baxter,2019-10-22,2020-12-11,Out of Service,19752820.81,equipment.csv
4085,42,Ventilator,Medtronic,2025-12-25,2027-10-19,Out of Service,6851558.77,equipment.csv
4086,42,Incubator,Mindray,2025-11-21,2027-09-20,Operational,2877813.43,equipment.csv
4087,42,Infusion Pump,Medtronic,2025-07-16,2026-01-28,Operational,2234497.1,equipment.csv
4088,42,Dialysis Machine,Mindray,2014-05-23,2015-06-29,Under Maintenance,7956708.46,equipment.csv
4089,42,MRI Scanner,Mindray,2015-03-11,2016-02-19,Operational,5052627.82,equipment.csv
4090,42,Defibrillator,Philips,2025-04-16,2026-07-01,Under Maintenance,8905189.38,equipment.csv
4091,42,Oxygen Concentrator,Baxter,2013-11-18,2014-08-28,Under Maintenance,14796199.43,equipment.csv
4092,42,Incubator,Baxter,2011-07-20,2012-03-06,Out of Service,23874364.03,equipment.csv
4093,42,Incubator,Baxter,2021-12-19,2022-10-20,Under Maintenance,7200612.8,equipment.csv
4094,42,Ultrasound Machine,Siemens,2025-12-19,2027-03-31,Operational,9698956.01,equipment.csv
4095,42,Operating Table,Mindray,2014-11-09,2016-05-02,Out of Service,6818203.95,equipment.csv
4096,42,ECG Machine,Fresenius,2017-04-14,2019-01-01,Operational,10007270.36,equipment.csv
4097,42,Infusion Pump,Fresenius,2023-10-03,2025-09-14,Under Maintenance,19378702.59,equipment.csv
4098,42,Ventilator,Medtronic,2023-12-08,2025-07-05,Under Maintenance,3546050.59,equipment.csv
4099,42,Oxygen Concentrator,Medtronic,2025-11-26,2027-10-30,Operational,1229435.8,equipment.csv
4100,42,Defibrillator,Mindray,2022-07-03,2024-01-31,Operational,18221360.56,equipment.csv
4101,42,Operating Table,Baxter,2025-11-22,2027-10-31,Under Maintenance,19450893.93,equipment.csv
4102,42,Defibrillator,Siemens,2019-08-04,2021-07-30,Under Maintenance,2564050.23,equipment.csv
4103,42,CT Scanner,Medtronic,2018-10-05,2020-01-13,Operational,1436659.32,equipment.csv
4104,42,X-Ray Machine,Philips,2013-08-11,2014-02-10,Operational,23417096.7,equipment.csv
4105,42,Ventilator,Siemens,2020-06-25,2022-03-04,Under Maintenance,8432760.25,equipment.csv
4106,42,Hospital Bed,GE Healthcare,2020-01-16,2021-12-24,Operational,18276304.99,equipment.csv
4107,42,Incubator,Philips,2023-05-14,2024-12-29,Under Maintenance,9028565.97,equipment.csv
4108,42,Ultrasound Machine,Medtronic,2016-04-18,2017-11-18,Under Maintenance,8135355.47,equipment.csv
