inventory_id,hospital_id,medication_id,quantity_available,reorder_level,supplier,last_stock_update,source_file
10109,46,133,2546,146,Harleys Limited,2026-05-20,pharmacy_inventory.csv
10110,46,130,2134,280,Phillips Healthcare,2026-06-19,pharmacy_inventory.csv
10111,46,246,4783,336,Harleys Limited,2026-06-05,pharmacy_inventory.csv
10112,46,86,2217,468,Medisel Kenya,2026-04-06,pharmacy_inventory.csv
10113,46,10,4525,414,Medisel Kenya,2026-06-03,pharmacy_inventory.csv
10114,46,91,444,189,Phillips Healthcare,2026-05-13,pharmacy_inventory.csv
10115,46,36,3914,190,Phillips Healthcare,2026-04-19,pharmacy_inventory.csv
10116,46,241,3056,176,Medisel Kenya,2026-04-20,pharmacy_inventory.csv
10117,46,160,3797,424,Lab & Allied,2026-04-18,pharmacy_inventory.csv
10118,46,170,559,270,Lab & Allied,2026-06-26,pharmacy_inventory.csv
10119,46,114,1528,222,Revital Healthcare,2026-05-28,pharmacy_inventory.csv
10120,46,235,554,269,Lab & Allied,2026-06-03,pharmacy_inventory.csv
10121,46,292,2768,271,Revital Healthcare,2026-04-27,pharmacy_inventory.csv
10122,46,26,1487,361,Harleys Limited,2026-05-14,pharmacy_inventory.csv
10123,46,105,1320,100,Lab & Allied,2026-04-26,pharmacy_inventory.csv
10124,46,42,2562,127,Lab & Allied,2026-04-11,pharmacy_inventory.csv
10125,46,296,2619,266,Revital Healthcare,2026-05-17,pharmacy_inventory.csv
10126,46,82,997,195,Lab & Allied,2026-05-09,pharmacy_inventory.csv
10127,46,256,1662,394,Mission for Essential Drugs,2026-05-28,pharmacy_inventory.csv
10128,46,152,3100,107,Lab & Allied,2026-04-01,pharmacy_inventory.csv
10129,46,132,1152,332,Mission for Essential Drugs,2026-05-31,pharmacy_inventory.csv
10130,46,146,3674,442,Mission for Essential Drugs,2026-06-22,pharmacy_inventory.csv
10131,46,205,905,353,Phillips Healthcare,2026-05-12,pharmacy_inventory.csv
10132,46,268,3371,180,Harleys Limited,2026-06-03,pharmacy_inventory.csv
10133,46,263,2024,365,KEMSA,2026-04-30,pharmacy_inventory.csv
10134,46,248,1125,297,Phillips Healthcare,2026-05-09,pharmacy_inventory.csv
10135,46,221,1508,115,Mission for Essential Drugs,2026-04-03,pharmacy_inventory.csv
10136,46,99,1947,311,Lab & Allied,2026-05-16,pharmacy_inventory.csv
10137,46,30,4969,171,KEMSA,2026-04-27,pharmacy_inventory.csv
10138,46,3,3081,164,Revital Healthcare,2026-04-26,pharmacy_inventory.csv
10139,46,172,1119,489,Harleys Limited,2026-04-28,pharmacy_inventory.csv
10140,46,41,3440,255,Medisel Kenya,2026-05-23,pharmacy_inventory.csv
10141,46,199,4209,485,Harleys Limited,2026-05-10,pharmacy_inventory.csv
10142,47,51,2119,485,Lab & Allied,2026-06-10,pharmacy_inventory.csv
10143,47,30,1228,351,Harleys Limited,2026-04-28,pharmacy_inventory.csv
10144,47,120,3327,485,KEMSA,2026-05-17,pharmacy_inventory.csv
10145,47,10,4280,448,Phillips Healthcare,2026-04-27,pharmacy_inventory.csv
10146,47,68,305,184,Medisel Kenya,2026-04-06,pharmacy_inventory.csv
10147,47,192,2189,492,Revital Healthcare,2026-06-25,pharmacy_inventory.csv
10148,47,158,1940,417,Medisel Kenya,2026-04-03,pharmacy_inventory.csv
10149,47,132,624,131,Mission for Essential Drugs,2026-04-22,pharmacy_inventory.csv
10150,47,286,3266,381,Surgipharm,2026-05-16,pharmacy_inventory.csv
10151,47,266,870,450,Phillips Healthcare,2026-06-10,pharmacy_inventory.csv
10152,47,226,132,132,Harleys Limited,2026-05-05,pharmacy_inventory.csv
10153,47,19,1661,329,Medisel Kenya,2026-04-18,pharmacy_inventory.csv
10154,47,241,1772,123,Revital Healthcare,2026-04-07,pharmacy_inventory.csv
10155,47,216,400,125,Medisel Kenya,2026-04-01,pharmacy_inventory.csv
10156,47,296,61,479,Mission for Essential Drugs,2026-05-26,pharmacy_inventory.csv
10157,47,203,2591,207,Phillips Healthcare,2026-05-16,pharmacy_inventory.csv
10158,47,88,1938,184,Surgipharm,2026-05-27,pharmacy_inventory.csv
10159,47,26,2571,238,Phillips Healthcare,2026-06-06,pharmacy_inventory.csv
10160,47,156,49,488,Medisel Kenya,2026-04-23,pharmacy_inventory.csv
10161,47,114,4518,326,Harleys Limited,2026-05-05,pharmacy_inventory.csv
10162,47,277,3022,415,Medisel Kenya,2026-05-14,pharmacy_inventory.csv
10163,47,295,4340,100,Surgipharm,2026-04-20,pharmacy_inventory.csv
10164,47,65,193,353,Revital Healthcare,2026-06-23,pharmacy_inventory.csv
10165,47,152,3136,401,KEMSA,2026-06-04,pharmacy_inventory.csv
10166,47,2,817,221,KEMSA,2026-06-04,pharmacy_inventory.csv
10167,47,89,2763,228,Revital Healthcare,2026-06-06,pharmacy_inventory.csv
10168,47,242,2301,121,Revital Healthcare,2026-04-27,pharmacy_inventory.csv
10169,47,259,4914,337,Phillips Healthcare,2026-04-20,pharmacy_inventory.csv
10170,47,167,4317,180,KEMSA,2026-04-20,pharmacy_inventory.csv
10171,47,20,1018,125,Phillips Healthcare,2026-04-12,pharmacy_inventory.csv
10172,47,292,2133,487,Revital Healthcare,2026-06-25,pharmacy_inventory.csv
10173,47,233,2657,453,Harleys Limited,2026-06-07,pharmacy_inventory.csv
10174,47,85,3490,346,Lab & Allied,2026-06-05,pharmacy_inventory.csv
10175,47,178,3991,265,Surgipharm,2026-06-15,pharmacy_inventory.csv
10176,47,48,3439,134,Phillips Healthcare,2026-04-20,pharmacy_inventory.csv
10177,47,144,4164,264,Lab & Allied,2026-04-08,pharmacy_inventory.csv
10178,47,224,2911,396,Revital Healthcare,2026-04-07,pharmacy_inventory.csv
10179,47,157,2126,130,Medisel Kenya,2026-05-30,pharmacy_inventory.csv
10180,47,283,2186,455,Mission for Essential Drugs,2026-04-01,pharmacy_inventory.csv
10181,47,215,319,103,Revital Healthcare,2026-03-31,pharmacy_inventory.csv
10182,47,113,202,162,Surgipharm,2026-05-02,pharmacy_inventory.csv
10183,47,176,215,449,Harleys Limited,2026-04-06,pharmacy_inventory.csv
10184,47,103,3288,290,Revital Healthcare,2026-05-16,pharmacy_inventory.csv
10185,47,131,4542,493,Medisel Kenya,2026-05-18,pharmacy_inventory.csv
10186,47,53,2701,112,Harleys Limited,2026-06-19,pharmacy_inventory.csv
10187,47,106,1588,374,KEMSA,2026-05-07,pharmacy_inventory.csv
10188,47,207,4457,334,Surgipharm,2026-05-28,pharmacy_inventory.csv
10189,47,245,205,223,KEMSA,2026-06-12,pharmacy_inventory.csv
10190,47,8,1550,119,Phillips Healthcare,2026-05-08,pharmacy_inventory.csv
10191,47,141,3262,222,Revital Healthcare,2026-05-03,pharmacy_inventory.csv
10192,47,105,900,442,KEMSA,2026-04-04,pharmacy_inventory.csv
10193,47,146,3344,160,Revital Healthcare,2026-06-07,pharmacy_inventory.csv
10194,47,175,1371,327,Surgipharm,2026-05-15,pharmacy_inventory.csv
10195,47,269,4623,127,Revital Healthcare,2026-06-19,pharmacy_inventory.csv
10196,47,24,593,475,Harleys Limited,2026-04-04,pharmacy_inventory.csv
10197,47,213,919,178,Lab & Allied,2026-05-03,pharmacy_inventory.csv
10198,47,34,3579,164,Harleys Limited,2026-06-02,pharmacy_inventory.csv
10199,47,185,3450,459,Revital Healthcare,2026-04-24,pharmacy_inventory.csv
10200,47,281,1227,483,Revital Healthcare,2026-05-30,pharmacy_inventory.csv
10201,47,244,3036,367,Mission for Essential Drugs,2026-06-17,pharmacy_inventory.csv
10202,47,124,671,438,Mission for Essential Drugs,2026-06-08,pharmacy_inventory.csv
10203,47,249,4586,345,Lab & Allied,2026-05-14,pharmacy_inventory.csv
10204,47,87,2027,413,Phillips Healthcare,2026-04-07,pharmacy_inventory.csv
10205,47,163,3079,331,KEMSA,2026-04-29,pharmacy_inventory.csv
10206,47,194,2682,312,Surgipharm,2026-04-17,pharmacy_inventory.csv
10207,47,288,1769,493,Revital Healthcare,2026-05-26,pharmacy_inventory.csv
10208,47,40,442,168,Revital Healthcare,2026-04-30,pharmacy_inventory.csv
10209,47,129,3290,142,Lab & Allied,2026-04-17,pharmacy_inventory.csv
10210,47,37,133,285,Lab & Allied,2026-04-19,pharmacy_inventory.csv
10211,47,273,238,360,Revital Healthcare,2026-05-18,pharmacy_inventory.csv
10212,47,5,254,357,Surgipharm,2026-04-07,pharmacy_inventory.csv
10213,47,193,2653,124,Harleys Limited,2026-06-01,pharmacy_inventory.csv
10214,47,238,2198,415,Mission for Essential Drugs,2026-04-11,pharmacy_inventory.csv
10215,47,41,1667,213,Lab & Allied,2026-04-26,pharmacy_inventory.csv
10216,47,182,344,414,Revital Healthcare,2026-06-20,pharmacy_inventory.csv
10217,47,11,3649,113,Medisel Kenya,2026-06-07,pharmacy_inventory.csv
10218,47,137,3570,381,Surgipharm,2026-04-30,pharmacy_inventory.csv
10219,47,84,2352,290,Mission for Essential Drugs,2026-05-05,pharmacy_inventory.csv
10220,47,33,190,188,Phillips Healthcare,2026-06-06,pharmacy_inventory.csv
10221,47,289,4676,224,Revital Healthcare,2026-05-01,pharmacy_inventory.csv
10222,47,214,3140,311,Phillips Healthcare,2026-05-18,pharmacy_inventory.csv
10223,47,257,4513,206,KEMSA,2026-05-18,pharmacy_inventory.csv
10224,47,147,3182,247,KEMSA,2026-06-01,pharmacy_inventory.csv
10225,47,21,1523,431,Revital Healthcare,2026-05-28,pharmacy_inventory.csv
10226,47,191,2262,305,KEMSA,2026-06-15,pharmacy_inventory.csv
10227,47,150,3020,395,Lab & Allied,2026-05-09,pharmacy_inventory.csv
10228,47,139,4224,423,Surgipharm,2026-04-10,pharmacy_inventory.csv
10229,47,135,4517,101,Surgipharm,2026-06-21,pharmacy_inventory.csv
10230,47,6,2987,362,Medisel Kenya,2026-04-10,pharmacy_inventory.csv
10231,47,133,3080,128,Surgipharm,2026-04-04,pharmacy_inventory.csv
10232,47,83,4885,272,Surgipharm,2026-06-09,pharmacy_inventory.csv
10233,47,168,3432,461,Medisel Kenya,2026-04-06,pharmacy_inventory.csv
10234,47,111,4429,445,Phillips Healthcare,2026-06-27,pharmacy_inventory.csv
10235,47,270,4223,177,Surgipharm,2026-06-14,pharmacy_inventory.csv
10236,47,140,2440,334,Phillips Healthcare,2026-04-10,pharmacy_inventory.csv
10237,47,134,4590,177,Mission for Essential Drugs,2026-06-10,pharmacy_inventory.csv
10238,47,43,1172,384,Harleys Limited,2026-04-14,pharmacy_inventory.csv
10239,47,188,978,365,Surgipharm,2026-04-27,pharmacy_inventory.csv
10240,47,239,3322,406,KEMSA,2026-06-21,pharmacy_inventory.csv
10241,47,246,3772,194,Phillips Healthcare,2026-04-09,pharmacy_inventory.csv
10242,47,262,4034,437,Phillips Healthcare,2026-06-03,pharmacy_inventory.csv
10243,47,9,3639,387,Harleys Limited,2026-04-14,pharmacy_inventory.csv
10244,47,13,594,273,Medisel Kenya,2026-05-01,pharmacy_inventory.csv
10245,47,4,1794,236,Mission for Essential Drugs,2026-05-02,pharmacy_inventory.csv
10246,47,118,4169,493,Surgipharm,2026-05-27,pharmacy_inventory.csv
10247,47,18,1794,440,Revital Healthcare,2026-04-11,pharmacy_inventory.csv
10248,47,107,1070,262,KEMSA,2026-05-08,pharmacy_inventory.csv
10249,47,297,2323,401,Surgipharm,2026-06-08,pharmacy_inventory.csv
10250,47,42,3521,491,Mission for Essential Drugs,2026-04-20,pharmacy_inventory.csv
10251,47,119,2413,448,Lab & Allied,2026-04-23,pharmacy_inventory.csv
10252,47,1,1925,344,Surgipharm,2026-04-08,pharmacy_inventory.csv
10253,47,171,3724,270,Revital Healthcare,2026-05-22,pharmacy_inventory.csv
10254,47,183,4580,399,Revital Healthcare,2026-05-25,pharmacy_inventory.csv
10255,47,172,2747,147,Revital Healthcare,2026-04-11,pharmacy_inventory.csv
10256,47,229,3316,360,Surgipharm,2026-06-08,pharmacy_inventory.csv
10257,47,169,1425,292,Phillips Healthcare,2026-06-21,pharmacy_inventory.csv
10258,47,70,2217,186,Surgipharm,2026-04-15,pharmacy_inventory.csv
10259,47,243,2364,258,Lab & Allied,2026-04-30,pharmacy_inventory.csv
10260,47,258,23,164,Mission for Essential Drugs,2026-06-12,pharmacy_inventory.csv
10261,47,99,2707,411,Lab & Allied,2026-05-04,pharmacy_inventory.csv
10262,47,25,3392,219,Mission for Essential Drugs,2026-06-10,pharmacy_inventory.csv
10263,47,268,2374,152,Medisel Kenya,2026-04-05,pharmacy_inventory.csv
10264,47,252,1610,451,Revital Healthcare,2026-03-31,pharmacy_inventory.csv
10265,47,75,1664,444,Phillips Healthcare,2026-04-10,pharmacy_inventory.csv
10266,47,271,3053,221,Phillips Healthcare,2026-05-04,pharmacy_inventory.csv
10267,47,212,3962,326,KEMSA,2026-04-09,pharmacy_inventory.csv
10268,47,112,3370,358,KEMSA,2026-05-18,pharmacy_inventory.csv
10269,47,81,4026,177,Mission for Essential Drugs,2026-04-06,pharmacy_inventory.csv
10270,47,173,418,393,Medisel Kenya,2026-05-24,pharmacy_inventory.csv
10271,47,97,3741,320,Phillips Healthcare,2026-04-05,pharmacy_inventory.csv
10272,47,7,3175,444,Harleys Limited,2026-04-10,pharmacy_inventory.csv
10273,47,151,4590,445,Phillips Healthcare,2026-04-02,pharmacy_inventory.csv
10274,47,189,4451,474,Harleys Limited,2026-05-07,pharmacy_inventory.csv
10275,47,32,4305,393,Surgipharm,2026-06-27,pharmacy_inventory.csv
10276,47,39,425,451,Revital Healthcare,2026-06-27,pharmacy_inventory.csv
10277,47,250,4875,313,Harleys Limited,2026-04-28,pharmacy_inventory.csv
10278,47,66,2381,367,Revital Healthcare,2026-04-03,pharmacy_inventory.csv
10279,47,16,3800,453,Phillips Healthcare,2026-06-26,pharmacy_inventory.csv
10280,47,138,1380,276,Surgipharm,2026-03-31,pharmacy_inventory.csv
10281,47,232,1784,340,Harleys Limited,2026-04-21,pharmacy_inventory.csv
10282,47,199,644,304,Surgipharm,2026-05-24,pharmacy_inventory.csv
10283,47,127,4007,223,Medisel Kenya,2026-05-14,pharmacy_inventory.csv
10284,47,71,2921,461,Harleys Limited,2026-05-28,pharmacy_inventory.csv
10285,47,274,3220,358,Revital Healthcare,2026-04-20,pharmacy_inventory.csv
10286,47,206,577,222,Surgipharm,2026-05-03,pharmacy_inventory.csv
10287,47,223,3123,354,Lab & Allied,2026-04-20,pharmacy_inventory.csv
10288,47,170,2982,465,Surgipharm,2026-05-19,pharmacy_inventory.csv
10289,47,121,1765,444,Mission for Essential Drugs,2026-04-19,pharmacy_inventory.csv
10290,47,115,803,347,Harleys Limited,2026-05-04,pharmacy_inventory.csv
10291,47,148,981,464,KEMSA,2026-04-16,pharmacy_inventory.csv
10292,47,164,207,107,Phillips Healthcare,2026-04-18,pharmacy_inventory.csv
10293,47,251,3510,347,Harleys Limited,2026-04-09,pharmacy_inventory.csv
10294,47,162,2791,489,KEMSA,2026-05-10,pharmacy_inventory.csv
10295,47,211,3537,291,Lab & Allied,2026-04-25,pharmacy_inventory.csv
10296,47,142,1453,487,Harleys Limited,2026-04-29,pharmacy_inventory.csv
10297,47,228,98,433,Phillips Healthcare,2026-06-23,pharmacy_inventory.csv
10298,47,123,419,415,Surgipharm,2026-05-10,pharmacy_inventory.csv
10299,47,154,726,326,Surgipharm,2026-06-20,pharmacy_inventory.csv
10300,47,285,4873,387,Mission for Essential Drugs,2026-05-11,pharmacy_inventory.csv
10301,47,159,2269,367,Harleys Limited,2026-05-30,pharmacy_inventory.csv
10302,47,98,1762,485,Harleys Limited,2026-05-17,pharmacy_inventory.csv
10303,47,79,3509,467,Revital Healthcare,2026-04-09,pharmacy_inventory.csv
10304,47,145,4686,184,KEMSA,2026-06-24,pharmacy_inventory.csv
10305,47,253,4007,173,Medisel Kenya,2026-04-09,pharmacy_inventory.csv
10306,47,287,3690,140,Surgipharm,2026-04-21,pharmacy_inventory.csv
10307,47,227,119,193,Lab & Allied,2026-06-27,pharmacy_inventory.csv
10308,47,38,2163,486,Surgipharm,2026-04-06,pharmacy_inventory.csv
10309,47,47,239,120,Lab & Allied,2026-06-02,pharmacy_inventory.csv
10310,47,149,2043,220,Phillips Healthcare,2026-04-10,pharmacy_inventory.csv
10311,47,67,4008,346,Mission for Essential Drugs,2026-05-26,pharmacy_inventory.csv
10312,47,298,77,465,Lab & Allied,2026-04-30,pharmacy_inventory.csv
10313,47,180,979,345,Phillips Healthcare,2026-04-21,pharmacy_inventory.csv
10314,47,299,4756,116,Revital Healthcare,2026-04-20,pharmacy_inventory.csv
10315,47,101,3175,255,Lab & Allied,2026-05-21,pharmacy_inventory.csv
10316,47,202,4548,497,KEMSA,2026-04-28,pharmacy_inventory.csv
10317,47,130,617,301,Medisel Kenya,2026-05-21,pharmacy_inventory.csv
10318,47,59,1006,446,Harleys Limited,2026-05-02,pharmacy_inventory.csv
10319,47,256,2188,162,Medisel Kenya,2026-03-31,pharmacy_inventory.csv
10320,47,279,2400,357,Harleys Limited,2026-04-22,pharmacy_inventory.csv
10321,47,55,4279,249,Surgipharm,2026-04-06,pharmacy_inventory.csv
10322,47,261,2919,159,Revital Healthcare,2026-04-09,pharmacy_inventory.csv
10323,47,14,2224,205,Revital Healthcare,2026-05-16,pharmacy_inventory.csv
10324,47,200,1939,246,Harleys Limited,2026-04-06,pharmacy_inventory.csv
10325,47,260,269,464,Revital Healthcare,2026-04-13,pharmacy_inventory.csv
10326,47,122,2270,261,Surgipharm,2026-05-31,pharmacy_inventory.csv
10327,47,29,404,219,Phillips Healthcare,2026-05-21,pharmacy_inventory.csv
10328,47,205,1264,402,Revital Healthcare,2026-04-13,pharmacy_inventory.csv
10329,47,225,2726,414,Lab & Allied,2026-06-20,pharmacy_inventory.csv
10330,47,165,805,434,Mission for Essential Drugs,2026-05-22,pharmacy_inventory.csv
10331,47,196,120,241,KEMSA,2026-06-26,pharmacy_inventory.csv
10332,47,235,2192,460,KEMSA,2026-04-27,pharmacy_inventory.csv
10333,47,72,300,263,Harleys Limited,2026-05-18,pharmacy_inventory.csv
10334,47,15,2075,160,Mission for Essential Drugs,2026-05-22,pharmacy_inventory.csv
10335,47,52,1349,265,Mission for Essential Drugs,2026-06-08,pharmacy_inventory.csv
10336,47,12,1282,233,Surgipharm,2026-04-07,pharmacy_inventory.csv
10337,47,17,1099,334,Mission for Essential Drugs,2026-04-07,pharmacy_inventory.csv
10338,47,49,2869,267,Phillips Healthcare,2026-05-29,pharmacy_inventory.csv
10339,47,23,238,399,KEMSA,2026-04-03,pharmacy_inventory.csv
10340,47,82,547,188,Mission for Essential Drugs,2026-05-05,pharmacy_inventory.csv
10341,47,62,2558,268,Harleys Limited,2026-05-22,pharmacy_inventory.csv
10342,47,187,3221,466,Revital Healthcare,2026-04-09,pharmacy_inventory.csv
10343,47,31,577,313,Lab & Allied,2026-04-20,pharmacy_inventory.csv
10344,47,74,2259,381,Revital Healthcare,2026-06-12,pharmacy_inventory.csv
10345,47,56,3225,146,Medisel Kenya,2026-05-23,pharmacy_inventory.csv
10346,47,104,3464,365,KEMSA,2026-06-01,pharmacy_inventory.csv
10347,47,190,3542,212,Surgipharm,2026-06-07,pharmacy_inventory.csv
10348,47,117,648,128,Harleys Limited,2026-04-12,pharmacy_inventory.csv
10349,47,247,12,123,Lab & Allied,2026-04-18,pharmacy_inventory.csv
10350,47,220,59,304,Mission for Essential Drugs,2026-04-28,pharmacy_inventory.csv
10351,47,128,667,161,Phillips Healthcare,2026-06-06,pharmacy_inventory.csv
10352,47,186,2496,176,KEMSA,2026-06-12,pharmacy_inventory.csv
10353,47,91,3555,395,Revital Healthcare,2026-06-08,pharmacy_inventory.csv
10354,47,264,4855,198,Harleys Limited,2026-04-15,pharmacy_inventory.csv
10355,47,50,4889,302,Medisel Kenya,2026-06-15,pharmacy_inventory.csv
10356,47,197,328,182,Medisel Kenya,2026-06-12,pharmacy_inventory.csv
10357,47,109,4330,321,KEMSA,2026-05-26,pharmacy_inventory.csv
10358,47,46,1511,214,Medisel Kenya,2026-04-07,pharmacy_inventory.csv
10359,47,63,1568,427,Lab & Allied,2026-04-19,pharmacy_inventory.csv
10360,47,275,2916,297,Revital Healthcare,2026-03-31,pharmacy_inventory.csv
10361,47,179,1850,260,Medisel Kenya,2026-05-26,pharmacy_inventory.csv
10362,47,234,3104,216,Mission for Essential Drugs,2026-04-04,pharmacy_inventory.csv
10363,47,60,3000,349,Revital Healthcare,2026-04-04,pharmacy_inventory.csv
10364,47,143,159,377,KEMSA,2026-06-13,pharmacy_inventory.csv
10365,47,93,4797,475,Lab & Allied,2026-04-24,pharmacy_inventory.csv
10366,47,58,3805,161,Mission for Essential Drugs,2026-04-08,pharmacy_inventory.csv
10367,47,263,3481,139,Mission for Essential Drugs,2026-04-19,pharmacy_inventory.csv
10368,47,278,1263,453,KEMSA,2026-04-16,pharmacy_inventory.csv
10369,47,195,1462,380,Phillips Healthcare,2026-05-24,pharmacy_inventory.csv
10370,47,57,2275,376,KEMSA,2026-05-02,pharmacy_inventory.csv
10371,47,240,4958,450,Medisel Kenya,2026-06-02,pharmacy_inventory.csv
10372,47,166,1548,225,Surgipharm,2026-03-31,pharmacy_inventory.csv
10373,47,204,3861,203,Lab & Allied,2026-06-22,pharmacy_inventory.csv
10374,47,230,4360,344,Lab & Allied,2026-06-12,pharmacy_inventory.csv
10375,47,3,944,136,Surgipharm,2026-04-11,pharmacy_inventory.csv
10376,48,90,3035,393,KEMSA,2026-05-07,pharmacy_inventory.csv
10377,48,126,850,301,Harleys Limited,2026-04-17,pharmacy_inventory.csv
10378,48,140,3415,372,Medisel Kenya,2026-06-19,pharmacy_inventory.csv
10379,48,22,3119,345,Medisel Kenya,2026-05-25,pharmacy_inventory.csv
10380,48,275,3822,226,Revital Healthcare,2026-05-28,pharmacy_inventory.csv
10381,48,96,555,479,Medisel Kenya,2026-06-07,pharmacy_inventory.csv
10382,48,4,1012,120,Medisel Kenya,2026-04-17,pharmacy_inventory.csv
10383,48,125,3928,139,Revital Healthcare,2026-05-25,pharmacy_inventory.csv
10384,48,108,1430,129,KEMSA,2026-04-18,pharmacy_inventory.csv
10385,48,111,1486,258,Medisel Kenya,2026-05-25,pharmacy_inventory.csv
10386,48,120,2082,220,Phillips Healthcare,2026-06-04,pharmacy_inventory.csv
10387,48,34,4944,481,Revital Healthcare,2026-06-14,pharmacy_inventory.csv
10388,48,110,4016,332,KEMSA,2026-05-10,pharmacy_inventory.csv
10389,48,187,2957,486,Lab & Allied,2026-05-15,pharmacy_inventory.csv
10390,48,237,1856,242,Lab & Allied,2026-06-16,pharmacy_inventory.csv
10391,48,284,3427,247,Mission for Essential Drugs,2026-06-23,pharmacy_inventory.csv
10392,48,223,3955,330,Medisel Kenya,2026-04-17,pharmacy_inventory.csv
10393,48,26,4628,199,Phillips Healthcare,2026-05-01,pharmacy_inventory.csv
10394,48,215,1272,183,Phillips Healthcare,2026-04-13,pharmacy_inventory.csv
10395,48,221,38,380,KEMSA,2026-06-17,pharmacy_inventory.csv
10396,48,87,1279,422,Surgipharm,2026-04-07,pharmacy_inventory.csv
10397,48,109,4329,410,Surgipharm,2026-05-09,pharmacy_inventory.csv
10398,48,173,4347,343,Harleys Limited,2026-04-11,pharmacy_inventory.csv
10399,48,5,246,301,Revital Healthcare,2026-05-14,pharmacy_inventory.csv
10400,48,177,3887,318,Revital Healthcare,2026-04-21,pharmacy_inventory.csv
10401,48,238,1109,460,Revital Healthcare,2026-05-02,pharmacy_inventory.csv
10402,48,168,1574,474,Mission for Essential Drugs,2026-04-07,pharmacy_inventory.csv
10403,48,262,4970,284,Lab & Allied,2026-05-17,pharmacy_inventory.csv
10404,48,59,1989,184,Surgipharm,2026-04-10,pharmacy_inventory.csv
10405,48,77,3571,389,Harleys Limited,2026-06-27,pharmacy_inventory.csv
10406,48,218,3328,330,Mission for Essential Drugs,2026-05-11,pharmacy_inventory.csv
10407,48,93,358,292,Lab & Allied,2026-05-16,pharmacy_inventory.csv
10408,48,67,2807,221,Medisel Kenya,2026-06-19,pharmacy_inventory.csv
10409,48,113,3050,380,Harleys Limited,2026-06-25,pharmacy_inventory.csv
10410,48,52,1161,249,Surgipharm,2026-05-12,pharmacy_inventory.csv
10411,48,202,2694,300,Lab & Allied,2026-05-20,pharmacy_inventory.csv
10412,48,75,4099,432,Medisel Kenya,2026-05-02,pharmacy_inventory.csv
10413,48,60,4280,244,KEMSA,2026-04-13,pharmacy_inventory.csv
10414,48,9,1556,432,Medisel Kenya,2026-04-29,pharmacy_inventory.csv
10415,48,200,4054,409,Phillips Healthcare,2026-04-15,pharmacy_inventory.csv
10416,48,83,188,280,Surgipharm,2026-05-11,pharmacy_inventory.csv
10417,48,102,3813,353,Revital Healthcare,2026-04-18,pharmacy_inventory.csv
10418,48,263,267,301,Surgipharm,2026-05-30,pharmacy_inventory.csv
10419,48,114,2580,342,Revital Healthcare,2026-06-27,pharmacy_inventory.csv
10420,48,206,2129,177,Revital Healthcare,2026-04-21,pharmacy_inventory.csv
10421,48,13,3306,111,Harleys Limited,2026-05-08,pharmacy_inventory.csv
10422,48,299,4758,365,Surgipharm,2026-04-21,pharmacy_inventory.csv
10423,48,117,2349,174,Lab & Allied,2026-04-04,pharmacy_inventory.csv
10424,48,182,4671,159,Surgipharm,2026-06-05,pharmacy_inventory.csv
10425,48,184,4235,469,Revital Healthcare,2026-04-26,pharmacy_inventory.csv
10426,48,123,3340,455,Lab & Allied,2026-05-13,pharmacy_inventory.csv
10427,48,250,2356,492,KEMSA,2026-05-10,pharmacy_inventory.csv
10428,48,145,1692,175,Surgipharm,2026-05-19,pharmacy_inventory.csv
10429,48,258,1181,245,Mission for Essential Drugs,2026-05-30,pharmacy_inventory.csv
10430,48,122,3919,204,Harleys Limited,2026-04-08,pharmacy_inventory.csv
10431,48,293,1128,104,Mission for Essential Drugs,2026-06-08,pharmacy_inventory.csv
10432,48,98,3001,340,KEMSA,2026-06-20,pharmacy_inventory.csv
10433,48,207,4104,266,Mission for Essential Drugs,2026-04-06,pharmacy_inventory.csv
10434,48,228,1850,458,KEMSA,2026-04-13,pharmacy_inventory.csv
10435,48,48,978,458,Harleys Limited,2026-05-22,pharmacy_inventory.csv
10436,48,136,2736,237,Surgipharm,2026-04-11,pharmacy_inventory.csv
10437,48,296,1822,115,Phillips Healthcare,2026-06-11,pharmacy_inventory.csv
10438,48,259,617,382,Phillips Healthcare,2026-04-03,pharmacy_inventory.csv
10439,48,99,4270,328,Mission for Essential Drugs,2026-06-26,pharmacy_inventory.csv
10440,48,29,4978,265,Harleys Limited,2026-04-04,pharmacy_inventory.csv
10441,48,251,3159,114,Medisel Kenya,2026-04-28,pharmacy_inventory.csv
10442,48,277,4299,360,KEMSA,2026-05-22,pharmacy_inventory.csv
10443,48,158,3693,133,Mission for Essential Drugs,2026-05-31,pharmacy_inventory.csv
10444,48,156,4172,489,KEMSA,2026-06-04,pharmacy_inventory.csv
10445,48,24,1866,373,Medisel Kenya,2026-05-11,pharmacy_inventory.csv
10446,48,127,2999,234,KEMSA,2026-06-26,pharmacy_inventory.csv
10447,48,63,4182,178,KEMSA,2026-05-26,pharmacy_inventory.csv
10448,48,282,2677,226,Lab & Allied,2026-05-09,pharmacy_inventory.csv
10449,48,160,4214,148,Medisel Kenya,2026-06-22,pharmacy_inventory.csv
10450,48,269,4431,159,Surgipharm,2026-05-02,pharmacy_inventory.csv
10451,48,115,4264,197,Phillips Healthcare,2026-05-21,pharmacy_inventory.csv
10452,48,76,1525,275,Revital Healthcare,2026-06-17,pharmacy_inventory.csv
10453,48,38,4634,171,Mission for Essential Drugs,2026-04-18,pharmacy_inventory.csv
